time,model,id,battery_ok,temperature_C,humidity,wind_avg_km_h,wind_dir_deg
2022-09-24 16:54:05,LaCrosse-TX141W,100412,1,21.7,70,3.3,0
2022-09-24 16:54:36,LaCrosse-TX141W,100412,1,21.7,70,3.9,0
